,index,heart_rate,anomaly
2511,2020-01-09 17:15:00,50.94930875576037,1
2512,2020-01-09 17:20:00,50.92626728110599,1
2513,2020-01-09 17:25:00,50.903225806451616,1
2514,2020-01-09 17:30:00,50.88018433179724,1
2515,2020-01-09 17:35:00,50.85714285714285,1
2516,2020-01-09 17:40:00,50.83410138248848,1
2517,2020-01-09 17:45:00,50.8110599078341,1
2518,2020-01-09 17:50:00,50.78801843317972,1
2519,2020-01-09 17:55:00,50.76497695852535,1
2520,2020-01-09 18:00:00,50.74193548387097,1
2521,2020-01-09 18:05:00,50.71889400921659,1
2522,2020-01-09 18:10:00,50.69585253456221,1
2523,2020-01-09 18:15:00,50.67281105990784,1
2524,2020-01-09 18:20:00,50.64976958525345,1
2525,2020-01-09 18:25:00,50.62672811059908,1
2526,2020-01-09 18:30:00,50.6036866359447,1
2527,2020-01-09 18:35:00,50.58064516129032,1
2528,2020-01-09 18:40:00,50.55760368663594,1
2529,2020-01-09 18:45:00,50.534562211981566,1
2530,2020-01-09 18:50:00,50.51152073732719,1
2531,2020-01-09 18:55:00,50.48847926267281,1
2532,2020-01-09 19:00:00,50.465437788018434,1
2533,2020-01-09 19:05:00,50.44239631336406,1
2534,2020-01-09 19:10:00,50.41935483870968,1
2535,2020-01-09 19:15:00,50.3963133640553,1
2536,2020-01-09 19:20:00,50.373271889400925,1
2537,2020-01-09 19:25:00,50.35023041474655,1
2538,2020-01-09 19:30:00,50.32718894009216,1
2539,2020-01-09 19:35:00,50.304147465437794,1
2540,2020-01-09 19:40:00,50.28110599078341,1
2541,2020-01-09 19:45:00,50.25806451612903,1
2542,2020-01-09 19:50:00,50.235023041474655,1
2543,2020-01-09 19:55:00,50.21198156682028,1
2544,2020-01-09 20:00:00,50.1889400921659,1
2545,2020-01-09 20:05:00,50.16589861751153,1
2546,2020-01-09 20:10:00,50.142857142857146,1
2547,2020-01-09 20:15:00,50.11981566820276,1
2548,2020-01-09 20:20:00,50.096774193548384,1
2549,2020-01-09 20:25:00,50.07373271889401,1
2550,2020-01-09 20:30:00,50.05069124423963,1
2551,2020-01-09 20:35:00,50.02764976958525,1
2552,2020-01-09 20:40:00,50.00460829493088,1
2553,2020-01-09 20:45:00,49.9815668202765,1
2554,2020-01-09 20:50:00,49.95852534562212,1
2555,2020-01-09 20:55:00,49.935483870967744,1
2556,2020-01-09 21:00:00,49.91244239631337,1
2557,2020-01-09 21:05:00,49.88940092165899,1
2558,2020-01-09 21:10:00,49.866359447004605,1
2559,2020-01-09 21:15:00,49.84331797235023,1
2560,2020-01-09 21:20:00,49.82027649769585,1
2561,2020-01-09 21:25:00,49.797235023041466,1
2562,2020-01-09 21:30:00,49.774193548387096,1
2563,2020-01-09 21:35:00,49.75115207373272,1
2564,2020-01-09 21:40:00,49.72811059907834,1
2565,2020-01-09 21:45:00,49.70506912442397,1
2566,2020-01-09 21:50:00,49.68202764976959,1
2567,2020-01-09 21:55:00,49.65898617511521,1
2568,2020-01-09 22:00:00,49.635944700460826,1
2569,2020-01-09 22:05:00,49.61290322580645,1
2570,2020-01-09 22:10:00,49.58986175115207,1
2571,2020-01-09 22:15:00,49.566820276497694,1
2572,2020-01-09 22:20:00,49.54377880184332,1
2573,2020-01-09 22:25:00,49.52073732718894,1
2574,2020-01-09 22:30:00,49.49769585253456,1
2575,2020-01-09 22:35:00,49.474654377880185,1
2576,2020-01-09 22:40:00,49.45161290322581,1
2577,2020-01-09 22:45:00,49.42857142857143,1
2578,2020-01-09 22:50:00,49.40552995391705,1
2579,2020-01-09 22:55:00,49.38248847926268,1
2580,2020-01-09 23:00:00,49.3594470046083,1
2581,2020-01-09 23:05:00,49.33640552995392,1
2582,2020-01-09 23:10:00,49.31336405529954,1
2583,2020-01-09 23:15:00,49.29032258064516,1
2584,2020-01-09 23:20:00,49.26728110599078,1
2585,2020-01-09 23:25:00,49.244239631336406,1
2586,2020-01-09 23:30:00,49.22119815668203,1
2587,2020-01-09 23:35:00,49.19815668202765,1
2588,2020-01-09 23:40:00,49.17511520737328,1
2589,2020-01-09 23:45:00,49.1520737327189,1
2590,2020-01-09 23:50:00,49.12903225806452,1
2591,2020-01-09 23:55:00,49.105990783410135,1
2592,2020-01-10 00:00:00,49.08294930875576,1
2593,2020-01-10 00:05:00,49.05990783410138,1
2594,2020-01-10 00:10:00,49.03686635944701,1
2595,2020-01-10 00:15:00,49.01382488479263,1
2596,2020-01-10 00:20:00,48.6,1
2597,2020-01-10 00:25:00,48.4,1
2598,2020-01-10 00:30:00,48.2,1
2599,2020-01-10 00:35:00,47.4,1
2600,2020-01-10 00:40:00,48.0,1
2601,2020-01-10 00:45:00,48.4,1
2602,2020-01-10 00:50:00,49.0,1
2603,2020-01-10 00:55:00,49.0,1
2604,2020-01-10 01:00:00,49.4,1
2605,2020-01-10 01:05:00,50.8,1
2606,2020-01-10 01:10:00,52.0,1
2607,2020-01-10 01:15:00,52.0,1
2608,2020-01-10 01:20:00,52.0,1
2609,2020-01-10 01:25:00,55.2,1
2610,2020-01-10 01:30:00,59.6,-1
2611,2020-01-10 01:35:00,61.4,-1
2612,2020-01-10 01:40:00,64.6,-1
2613,2020-01-10 01:45:00,60.4,-1
2614,2020-01-10 01:50:00,53.4,1
2615,2020-01-10 01:55:00,50.6,1
2616,2020-01-10 02:00:00,50.0,1
2617,2020-01-10 02:05:00,50.4,1
2618,2020-01-10 02:10:00,49.8,1
2619,2020-01-10 02:15:00,48.0,1
2620,2020-01-10 02:20:00,48.0,1
2621,2020-01-10 02:25:00,48.0,1
2622,2020-01-10 02:30:00,47.6,1
2623,2020-01-10 02:35:00,47.8,1
2624,2020-01-10 02:40:00,48.6,1
2625,2020-01-10 02:45:00,48.4,1
2626,2020-01-10 02:50:00,50.6,1
2627,2020-01-10 02:55:00,53.4,1
2628,2020-01-10 03:00:00,52.0,1
2629,2020-01-10 03:05:00,48.6,1
2630,2020-01-10 03:10:00,48.0,1
2631,2020-01-10 03:15:00,48.8,1
2632,2020-01-10 03:20:00,49.2,1
2633,2020-01-10 03:25:00,46.4,1
2634,2020-01-10 03:30:00,44.4,1
2635,2020-01-10 03:35:00,45.4,1
2636,2020-01-10 03:40:00,46.0,1
2637,2020-01-10 03:45:00,46.0,1
2638,2020-01-10 03:50:00,46.0,1
2639,2020-01-10 03:55:00,46.4,1
2640,2020-01-10 04:00:00,46.2,1
2641,2020-01-10 04:05:00,45.0,1
2642,2020-01-10 04:10:00,45.0,1
2643,2020-01-10 04:15:00,44.6,1
2644,2020-01-10 04:20:00,44.8,1
2645,2020-01-10 04:25:00,46.8,1
2646,2020-01-10 04:30:00,48.0,1
2647,2020-01-10 04:35:00,49.6,1
2648,2020-01-10 04:40:00,52.0,1
2649,2020-01-10 04:45:00,50.8,1
2650,2020-01-10 04:50:00,48.2,1
2651,2020-01-10 04:55:00,46.2,1
2652,2020-01-10 05:00:00,45.0,1
2653,2020-01-10 05:05:00,44.2,1
2654,2020-01-10 05:10:00,43.0,1
2655,2020-01-10 05:15:00,43.4,1
2656,2020-01-10 05:20:00,43.6,1
2657,2020-01-10 05:25:00,43.0,1
2658,2020-01-10 05:30:00,43.4,1
2659,2020-01-10 05:35:00,44.0,1
2660,2020-01-10 05:40:00,44.0,1
2661,2020-01-10 05:45:00,44.0,1
2662,2020-01-10 05:50:00,46.4,1
2663,2020-01-10 05:55:00,48.0,1
2664,2020-01-10 06:00:00,46.6,1
2665,2020-01-10 06:05:00,47.4,1
2666,2020-01-10 06:10:00,44.2,1
2667,2020-01-10 06:15:00,43.0,1
2668,2020-01-10 06:20:00,42.6,-1
2669,2020-01-10 06:25:00,43.2,1
2670,2020-01-10 06:30:00,45.4,1
2671,2020-01-10 06:35:00,46.0,1
2672,2020-01-10 06:40:00,46.0,1
2673,2020-01-10 06:45:00,46.8,1
2674,2020-01-10 06:50:00,45.6,1
2675,2020-01-10 06:55:00,43.6,1
2676,2020-01-10 07:00:00,46.8,1
2677,2020-01-10 07:05:00,47.6,1
2678,2020-01-10 07:10:00,47.0,1
2679,2020-01-10 07:15:00,47.4,1
2680,2020-01-10 07:20:00,48.4,1
2681,2020-01-10 07:25:00,48.6,1
2682,2020-01-10 07:30:00,46.8,1
2683,2020-01-10 07:35:00,45.0,1
2684,2020-01-10 07:40:00,44.6,1
2685,2020-01-10 07:45:00,44.4,1
2686,2020-01-10 07:50:00,45.4,1
2687,2020-01-10 07:55:00,46.0,1
2688,2020-01-10 08:00:00,46.0,1
2689,2020-01-10 08:05:00,45.6,1
2690,2020-01-10 08:10:00,45.0,1
2691,2020-01-10 08:15:00,46.2,1
2692,2020-01-10 08:20:00,47.2,1
2693,2020-01-10 08:25:00,46.4,1
2694,2020-01-10 08:30:00,48.2,1
2695,2020-01-10 08:35:00,52.0,1
2696,2020-01-10 08:40:00,51.0,1
2697,2020-01-10 08:45:00,45.0,1
2698,2020-01-10 08:50:00,45.0,1
2699,2020-01-10 08:55:00,45.8,1
2700,2020-01-10 09:00:00,46.6,1
2701,2020-01-10 09:05:00,48.0,1
2702,2020-01-10 09:10:00,51.0,1
2703,2020-01-10 09:15:00,51.0,1
2704,2020-01-10 09:20:00,51.4,1
2705,2020-01-10 09:25:00,52.0,1
2706,2020-01-10 09:30:00,52.0,1
2707,2020-01-10 09:35:00,52.0,1
2708,2020-01-10 09:40:00,51.99130434782609,1
2709,2020-01-10 09:45:00,51.9695652173913,1
2710,2020-01-10 09:50:00,51.947826086956525,1
2711,2020-01-10 09:55:00,51.926086956521736,1
2712,2020-01-10 10:00:00,51.90434782608695,1
2713,2020-01-10 10:05:00,51.88260869565217,1
2714,2020-01-10 10:10:00,51.8608695652174,1
2715,2020-01-10 10:15:00,51.83913043478261,1
2716,2020-01-10 10:20:00,51.81739130434782,1
2717,2020-01-10 10:25:00,51.79565217391304,1
2718,2020-01-10 10:30:00,51.77391304347826,1
2719,2020-01-10 10:35:00,51.75217391304348,1
2720,2020-01-10 10:40:00,51.7304347826087,1
2721,2020-01-10 10:45:00,51.70869565217392,1
2722,2020-01-10 10:50:00,51.68695652173913,1
2723,2020-01-10 10:55:00,51.66521739130435,1
2724,2020-01-10 11:00:00,51.64347826086957,1
2725,2020-01-10 11:05:00,51.62173913043479,1
2726,2020-01-10 11:10:00,51.6,1
2727,2020-01-10 11:15:00,51.57826086956523,1
2728,2020-01-10 11:20:00,51.55652173913044,1
2729,2020-01-10 11:25:00,51.53478260869565,1
2730,2020-01-10 11:30:00,51.51304347826088,1
2731,2020-01-10 11:35:00,51.49130434782609,1
2732,2020-01-10 11:40:00,51.4695652173913,1
2733,2020-01-10 11:45:00,51.447826086956525,1
2734,2020-01-10 11:50:00,51.426086956521736,1
2735,2020-01-10 11:55:00,51.40434782608695,1
2736,2020-01-10 12:00:00,51.38260869565217,1
2737,2020-01-10 12:05:00,51.3608695652174,1
2738,2020-01-10 12:10:00,51.33913043478261,1
2739,2020-01-10 12:15:00,51.31739130434782,1
2740,2020-01-10 12:20:00,51.29565217391304,1
2741,2020-01-10 12:25:00,51.27391304347826,1
2742,2020-01-10 12:30:00,51.25217391304348,1
2743,2020-01-10 12:35:00,51.2304347826087,1
2744,2020-01-10 12:40:00,51.20869565217392,1
2745,2020-01-10 12:45:00,51.186956521739134,1
2746,2020-01-10 12:50:00,51.165217391304346,1
2747,2020-01-10 12:55:00,51.14347826086957,1
2748,2020-01-10 13:00:00,51.12173913043478,1
2749,2020-01-10 13:05:00,51.1,1
2750,2020-01-10 13:10:00,51.07826086956522,1
2751,2020-01-10 13:15:00,51.05652173913044,1
2752,2020-01-10 13:20:00,51.03478260869565,1
2753,2020-01-10 13:25:00,51.01304347826088,1
2754,2020-01-10 13:30:00,50.99130434782609,1
2755,2020-01-10 13:35:00,50.969565217391306,1
2756,2020-01-10 13:40:00,50.947826086956525,1
2757,2020-01-10 13:45:00,50.926086956521736,1
2758,2020-01-10 13:50:00,50.90434782608696,1
2759,2020-01-10 13:55:00,50.88260869565217,1
2760,2020-01-10 14:00:00,50.86086956521739,1
2761,2020-01-10 14:05:00,50.83913043478261,1
2762,2020-01-10 14:10:00,50.81739130434783,1
2763,2020-01-10 14:15:00,50.79565217391304,1
2764,2020-01-10 14:20:00,50.77391304347826,1
2765,2020-01-10 14:25:00,50.75217391304348,1
2766,2020-01-10 14:30:00,50.7304347826087,1
2767,2020-01-10 14:35:00,50.70869565217392,1
2768,2020-01-10 14:40:00,50.686956521739134,1
2769,2020-01-10 14:45:00,50.665217391304346,1
2770,2020-01-10 14:50:00,50.64347826086957,1
2771,2020-01-10 14:55:00,50.62173913043478,1
2772,2020-01-10 15:00:00,50.6,1
2773,2020-01-10 15:05:00,50.57826086956522,1
2774,2020-01-10 15:10:00,50.55652173913044,1
2775,2020-01-10 15:15:00,50.53478260869565,1
2776,2020-01-10 15:20:00,50.51304347826088,1
2777,2020-01-10 15:25:00,50.49130434782609,1
2778,2020-01-10 15:30:00,50.469565217391306,1
2779,2020-01-10 15:35:00,50.447826086956525,1
2780,2020-01-10 15:40:00,50.426086956521736,1
2781,2020-01-10 15:45:00,50.40434782608696,1
2782,2020-01-10 15:50:00,50.38260869565217,1
2783,2020-01-10 15:55:00,50.36086956521739,1
2784,2020-01-10 16:00:00,50.33913043478261,1
2785,2020-01-10 16:05:00,50.31739130434783,1
2786,2020-01-10 16:10:00,50.29565217391304,1
2787,2020-01-10 16:15:00,50.27391304347826,1
2788,2020-01-10 16:20:00,50.25217391304348,1
2789,2020-01-10 16:25:00,50.2304347826087,1
2790,2020-01-10 16:30:00,50.20869565217392,1
2791,2020-01-10 16:35:00,50.186956521739134,1
2792,2020-01-10 16:40:00,50.165217391304346,1
2793,2020-01-10 16:45:00,50.14347826086957,1
2794,2020-01-10 16:50:00,50.12173913043478,1
2795,2020-01-10 16:55:00,50.1,1
2796,2020-01-10 17:00:00,50.07826086956522,1
2797,2020-01-10 17:05:00,50.05652173913044,1
2798,2020-01-10 17:10:00,50.03478260869565,1
2799,2020-01-10 17:15:00,50.01304347826088,1
2800,2020-01-10 17:20:00,49.99130434782609,1
2801,2020-01-10 17:25:00,49.969565217391306,1
2802,2020-01-10 17:30:00,49.947826086956525,1
2803,2020-01-10 17:35:00,49.926086956521736,1
2804,2020-01-10 17:40:00,49.90434782608696,1
2805,2020-01-10 17:45:00,49.88260869565217,1
2806,2020-01-10 17:50:00,49.86086956521739,1
2807,2020-01-10 17:55:00,49.83913043478261,1
2808,2020-01-10 18:00:00,49.81739130434783,1
2809,2020-01-10 18:05:00,49.79565217391304,1
2810,2020-01-10 18:10:00,49.77391304347826,1
2811,2020-01-10 18:15:00,49.75217391304348,1
2812,2020-01-10 18:20:00,49.7304347826087,1
2813,2020-01-10 18:25:00,49.70869565217392,1
2814,2020-01-10 18:30:00,49.686956521739134,1
2815,2020-01-10 18:35:00,49.665217391304346,1
2816,2020-01-10 18:40:00,49.64347826086957,1
2817,2020-01-10 18:45:00,49.62173913043478,1
2818,2020-01-10 18:50:00,49.6,1
2819,2020-01-10 18:55:00,49.57826086956522,1
2820,2020-01-10 19:00:00,49.55652173913043,1
2821,2020-01-10 19:05:00,49.53478260869565,1
2822,2020-01-10 19:10:00,49.51304347826088,1
2823,2020-01-10 19:15:00,49.49130434782609,1
2824,2020-01-10 19:20:00,49.469565217391306,1
2825,2020-01-10 19:25:00,49.447826086956525,1
2826,2020-01-10 19:30:00,49.426086956521736,1
2827,2020-01-10 19:35:00,49.40434782608696,1
2828,2020-01-10 19:40:00,49.38260869565217,1
2829,2020-01-10 19:45:00,49.36086956521739,1
2830,2020-01-10 19:50:00,49.33913043478261,1
2831,2020-01-10 19:55:00,49.31739130434783,1
2832,2020-01-10 20:00:00,49.29565217391304,1
2833,2020-01-10 20:05:00,49.27391304347826,1
2834,2020-01-10 20:10:00,49.25217391304348,1
2835,2020-01-10 20:15:00,49.2304347826087,1
2836,2020-01-10 20:20:00,49.20869565217392,1
2837,2020-01-10 20:25:00,49.186956521739134,1
2838,2020-01-10 20:30:00,49.165217391304346,1
2839,2020-01-10 20:35:00,49.14347826086957,1
2840,2020-01-10 20:40:00,49.12173913043478,1
2841,2020-01-10 20:45:00,49.1,1
2842,2020-01-10 20:50:00,49.07826086956522,1
2843,2020-01-10 20:55:00,49.05652173913043,1
2844,2020-01-10 21:00:00,49.03478260869565,1
2845,2020-01-10 21:05:00,49.01304347826088,1
2846,2020-01-10 21:10:00,48.99130434782609,1
2847,2020-01-10 21:15:00,48.969565217391306,1
2848,2020-01-10 21:20:00,48.947826086956525,1
2849,2020-01-10 21:25:00,48.926086956521736,1
2850,2020-01-10 21:30:00,48.90434782608696,1
2851,2020-01-10 21:35:00,48.88260869565217,1
2852,2020-01-10 21:40:00,48.86086956521739,1
2853,2020-01-10 21:45:00,48.83913043478261,1
2854,2020-01-10 21:50:00,48.81739130434783,1
2855,2020-01-10 21:55:00,48.79565217391304,1
2856,2020-01-10 22:00:00,48.77391304347826,1
2857,2020-01-10 22:05:00,48.75217391304348,1
2858,2020-01-10 22:10:00,48.7304347826087,1
2859,2020-01-10 22:15:00,48.70869565217392,1
2860,2020-01-10 22:20:00,48.686956521739134,1
2861,2020-01-10 22:25:00,48.665217391304346,1
2862,2020-01-10 22:30:00,48.64347826086957,1
2863,2020-01-10 22:35:00,48.62173913043478,1
2864,2020-01-10 22:40:00,48.6,1
2865,2020-01-10 22:45:00,48.57826086956522,1
2866,2020-01-10 22:50:00,48.55652173913043,1
2867,2020-01-10 22:55:00,48.53478260869565,1
2868,2020-01-10 23:00:00,48.51304347826088,1
2869,2020-01-10 23:05:00,48.49130434782609,1
2870,2020-01-10 23:10:00,48.469565217391306,1
2871,2020-01-10 23:15:00,48.447826086956525,1
2872,2020-01-10 23:20:00,48.426086956521736,1
2873,2020-01-10 23:25:00,48.40434782608696,1
2874,2020-01-10 23:30:00,48.38260869565217,1
2875,2020-01-10 23:35:00,48.36086956521739,1
2876,2020-01-10 23:40:00,48.33913043478261,1
2877,2020-01-10 23:45:00,48.31739130434783,1
2878,2020-01-10 23:50:00,48.29565217391304,1
2879,2020-01-10 23:55:00,48.27391304347826,1
2880,2020-01-11 00:00:00,48.25217391304348,1
2881,2020-01-11 00:05:00,48.2304347826087,1
2882,2020-01-11 00:10:00,48.20869565217392,1
2883,2020-01-11 00:15:00,48.186956521739134,1
2884,2020-01-11 00:20:00,48.165217391304346,1
2885,2020-01-11 00:25:00,48.14347826086957,1
2886,2020-01-11 00:30:00,48.12173913043478,1
2887,2020-01-11 00:35:00,48.1,1
2888,2020-01-11 00:40:00,48.07826086956522,1
2889,2020-01-11 00:45:00,48.05652173913043,1
2890,2020-01-11 00:50:00,48.03478260869565,1
2891,2020-01-11 00:55:00,48.01304347826088,1
2892,2020-01-11 01:00:00,47.6,1
2893,2020-01-11 01:05:00,48.2,1
2894,2020-01-11 01:10:00,50.8,1
2895,2020-01-11 01:15:00,51.2,1
2896,2020-01-11 01:20:00,50.0,1
2897,2020-01-11 01:25:00,50.0,1
2898,2020-01-11 01:30:00,49.6,1
2899,2020-01-11 01:35:00,49.4,1
2900,2020-01-11 01:40:00,50.0,1
2901,2020-01-11 01:45:00,50.0,1
2902,2020-01-11 01:50:00,50.4,1
2903,2020-01-11 01:55:00,53.0,1
2904,2020-01-11 02:00:00,56.0,1
2905,2020-01-11 02:05:00,54.8,1
2906,2020-01-11 02:10:00,51.8,1
2907,2020-01-11 02:15:00,50.4,1
2908,2020-01-11 02:20:00,51.0,1
2909,2020-01-11 02:25:00,51.4,1
2910,2020-01-11 02:30:00,50.4,1
2911,2020-01-11 02:35:00,49.2,1
2912,2020-01-11 02:40:00,51.4,1
2913,2020-01-11 02:45:00,51.6,1
2914,2020-01-11 02:50:00,51.8,1
2915,2020-01-11 02:55:00,52.2,1
2916,2020-01-11 03:00:00,49.8,1
2917,2020-01-11 03:05:00,48.4,1
2918,2020-01-11 03:10:00,48.6,1
2919,2020-01-11 03:15:00,49.6,1
2920,2020-01-11 03:20:00,54.8,1
2921,2020-01-11 03:25:00,55.8,1
2922,2020-01-11 03:30:00,51.0,1
2923,2020-01-11 03:35:00,51.0,1
2924,2020-01-11 03:40:00,49.8,1
2925,2020-01-11 03:45:00,48.0,1
2926,2020-01-11 03:50:00,47.2,1
2927,2020-01-11 03:55:00,46.4,1
2928,2020-01-11 04:00:00,47.0,1
2929,2020-01-11 04:05:00,47.0,1
2930,2020-01-11 04:10:00,47.0,1
2931,2020-01-11 04:15:00,47.8,1
2932,2020-01-11 04:20:00,48.6,1
2933,2020-01-11 04:25:00,48.0,1
2934,2020-01-11 04:30:00,48.0,1
2935,2020-01-11 04:35:00,47.6,1
2936,2020-01-11 04:40:00,47.0,1
2937,2020-01-11 04:45:00,47.0,1
2938,2020-01-11 04:50:00,46.2,1
2939,2020-01-11 04:55:00,47.8,1
2940,2020-01-11 05:00:00,52.8,1
2941,2020-01-11 05:05:00,53.2,1
2942,2020-01-11 05:10:00,53.2,1
2943,2020-01-11 05:15:00,54.6,1
2944,2020-01-11 05:20:00,52.4,1
2945,2020-01-11 05:25:00,48.8,1
2946,2020-01-11 05:30:00,47.4,1
2947,2020-01-11 05:35:00,47.6,1
2948,2020-01-11 05:40:00,46.6,1
2949,2020-01-11 05:45:00,46.8,1
2950,2020-01-11 05:50:00,48.0,1
2951,2020-01-11 05:55:00,48.0,1
2952,2020-01-11 06:00:00,47.2,1
2953,2020-01-11 06:05:00,46.4,1
2954,2020-01-11 06:10:00,47.4,1
2955,2020-01-11 06:15:00,48.4,1
2956,2020-01-11 06:20:00,49.4,1
2957,2020-01-11 06:25:00,48.8,1
2958,2020-01-11 06:30:00,47.0,1
2959,2020-01-11 06:35:00,47.0,1
2960,2020-01-11 06:40:00,49.4,1
2961,2020-01-11 06:45:00,54.6,1
2962,2020-01-11 06:50:00,54.2,1
2963,2020-01-11 06:55:00,49.6,1
2964,2020-01-11 07:00:00,49.8,1
2965,2020-01-11 07:05:00,50.2,1
2966,2020-01-11 07:10:00,49.0,1
2967,2020-01-11 07:15:00,48.6,1
2968,2020-01-11 07:20:00,47.6,1
2969,2020-01-11 07:25:00,47.0,1
2970,2020-01-11 07:30:00,47.4,1
2971,2020-01-11 07:35:00,48.0,1
2972,2020-01-11 07:40:00,48.4,1
2973,2020-01-11 07:45:00,48.6,1
2974,2020-01-11 07:50:00,48.0,1
2975,2020-01-11 07:55:00,48.0,1
2976,2020-01-11 08:00:00,49.6,1
2977,2020-01-11 08:05:00,52.8,1
2978,2020-01-11 08:10:00,51.6,1
2979,2020-01-11 08:15:00,48.4,1
2980,2020-01-11 08:20:00,49.8,1
2981,2020-01-11 08:25:00,51.0,1
2982,2020-01-11 08:30:00,50.2,1
2983,2020-01-11 08:35:00,48.6,1
2984,2020-01-11 08:40:00,47.6,1
2985,2020-01-11 08:45:00,46.6,1
2986,2020-01-11 08:50:00,46.0,1
2987,2020-01-11 08:55:00,45.6,1
2988,2020-01-11 09:00:00,45.8,1
2989,2020-01-11 09:05:00,46.6,1
2990,2020-01-11 09:10:00,46.0,1
2991,2020-01-11 09:15:00,46.0,1
2992,2020-01-11 09:20:00,46.4,1
2993,2020-01-11 09:25:00,48.04,1
2994,2020-01-11 09:30:00,48.48,1
2995,2020-01-11 09:35:00,48.52,1
2996,2020-01-11 09:40:00,53.48,1
2997,2020-01-11 09:45:00,55.88,1
2998,2020-01-11 09:50:00,56.0,1
2999,2020-01-11 09:55:00,56.0,1
3000,2020-01-11 10:00:00,56.0,1
3001,2020-01-11 10:05:00,56.0,1
3002,2020-01-11 10:10:00,56.0,1
3003,2020-01-11 10:15:00,56.0,1
3004,2020-01-11 10:20:00,56.0,1
3005,2020-01-11 10:25:00,56.0,1
3006,2020-01-11 10:30:00,56.0,1
3007,2020-01-11 10:35:00,56.0,1
3008,2020-01-11 10:40:00,56.0,1
3009,2020-01-11 10:45:00,56.0,1
3010,2020-01-11 10:50:00,56.0,1
3011,2020-01-11 10:55:00,56.0,1
3012,2020-01-11 11:00:00,56.0,1
3013,2020-01-11 11:05:00,56.0,1
3014,2020-01-11 11:10:00,56.0,1
3015,2020-01-11 11:15:00,56.0,1
3016,2020-01-11 11:20:00,56.0,1
3017,2020-01-11 11:25:00,56.0,1
3018,2020-01-11 11:30:00,56.0,1
3019,2020-01-11 11:35:00,56.0,1
3020,2020-01-11 11:40:00,56.0,1
3021,2020-01-11 11:45:00,56.0,1
3022,2020-01-11 11:50:00,56.0,1
3023,2020-01-11 11:55:00,56.0,1
3024,2020-01-11 12:00:00,56.0,1
3025,2020-01-11 12:05:00,56.0,1
3026,2020-01-11 12:10:00,56.0,1
3027,2020-01-11 12:15:00,56.0,1
3028,2020-01-11 12:20:00,56.0,1
3029,2020-01-11 12:25:00,56.0,1
3030,2020-01-11 12:30:00,56.0,1
3031,2020-01-11 12:35:00,56.0,1
3032,2020-01-11 12:40:00,56.0,1
3033,2020-01-11 12:45:00,56.0,1
3034,2020-01-11 12:50:00,56.0,1
3035,2020-01-11 12:55:00,56.0,1
3036,2020-01-11 13:00:00,56.0,1
3037,2020-01-11 13:05:00,56.0,1
3038,2020-01-11 13:10:00,56.0,1
3039,2020-01-11 13:15:00,56.0,1
3040,2020-01-11 13:20:00,56.0,1
3041,2020-01-11 13:25:00,56.0,1
3042,2020-01-11 13:30:00,56.0,1
3043,2020-01-11 13:35:00,56.0,1
3044,2020-01-11 13:40:00,56.0,1
3045,2020-01-11 13:45:00,56.0,1
3046,2020-01-11 13:50:00,56.0,1
3047,2020-01-11 13:55:00,56.0,1
3048,2020-01-11 14:00:00,56.0,1
3049,2020-01-11 14:05:00,56.0,1
3050,2020-01-11 14:10:00,56.0,1
3051,2020-01-11 14:15:00,56.0,1
3052,2020-01-11 14:20:00,56.0,1
3053,2020-01-11 14:25:00,56.0,1
3054,2020-01-11 14:30:00,56.0,1
3055,2020-01-11 14:35:00,56.0,1
3056,2020-01-11 14:40:00,56.0,1
3057,2020-01-11 14:45:00,56.0,1
3058,2020-01-11 14:50:00,56.0,1
3059,2020-01-11 14:55:00,56.0,1
3060,2020-01-11 15:00:00,56.0,1
3061,2020-01-11 15:05:00,56.0,1
3062,2020-01-11 15:10:00,56.0,1
3063,2020-01-11 15:15:00,56.0,1
3064,2020-01-11 15:20:00,56.0,1
3065,2020-01-11 15:25:00,56.0,1
3066,2020-01-11 15:30:00,56.0,1
3067,2020-01-11 15:35:00,56.0,1
3068,2020-01-11 15:40:00,56.0,1
3069,2020-01-11 15:45:00,56.0,1
3070,2020-01-11 15:50:00,56.0,1
3071,2020-01-11 15:55:00,56.0,1
3072,2020-01-11 16:00:00,56.0,1
3073,2020-01-11 16:05:00,56.0,1
3074,2020-01-11 16:10:00,56.0,1
3075,2020-01-11 16:15:00,56.0,1
3076,2020-01-11 16:20:00,56.0,1
3077,2020-01-11 16:25:00,56.0,1
3078,2020-01-11 16:30:00,56.0,1
3079,2020-01-11 16:35:00,56.0,1
3080,2020-01-11 16:40:00,56.0,1
3081,2020-01-11 16:45:00,56.0,1
3082,2020-01-11 16:50:00,56.0,1
3083,2020-01-11 16:55:00,56.0,1
3084,2020-01-11 17:00:00,56.0,1
3085,2020-01-11 17:05:00,56.0,1
3086,2020-01-11 17:10:00,56.0,1
3087,2020-01-11 17:15:00,56.0,1
3088,2020-01-11 17:20:00,56.0,1
3089,2020-01-11 17:25:00,56.0,1
3090,2020-01-11 17:30:00,56.0,1
3091,2020-01-11 17:35:00,56.0,1
3092,2020-01-11 17:40:00,56.0,1
3093,2020-01-11 17:45:00,56.0,1
3094,2020-01-11 17:50:00,56.0,1
3095,2020-01-11 17:55:00,56.0,1
3096,2020-01-11 18:00:00,56.0,1
3097,2020-01-11 18:05:00,56.0,1
3098,2020-01-11 18:10:00,56.0,1
